Linux 7.2.0-rc5-virtme (virtme-ng) 	08/01/26 	_x86_64_	(12 CPU)

20:04:59     pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s  pgprom/s   pgdem/s
20:05:04         0.00      0.00 178482.90     18.89    743.14      0.00      0.00      0.00      0.00      0.00
20:05:09         0.00      0.00 136293.36     31.19    535.61      0.00      0.00      0.00      0.00      0.00
20:05:14         0.00      0.00  52672.80     29.80    850.60      0.00      0.00      0.00      0.00      0.00
20:05:19         0.00      0.00  26458.00     29.40    833.60      0.00      0.00      0.00      0.00      0.00
20:05:24         0.00  37566.47  13347.90     44.51  12673.05   8661.28   3131.74  23504.19      0.00      0.00
20:05:29         0.00  26523.45  13394.99     35.27   6977.96   5258.52   1372.34  13261.72      0.00      0.00
20:05:34         0.00  20132.53   3515.97     29.34   6257.88   4075.05    958.08  10066.27      0.00      0.00
20:05:39         0.00  10803.20   6806.00     29.60   8465.40   2688.00     12.80   5401.60      0.00      0.00
20:05:44         0.00      0.00  10908.80     30.20  10708.60      0.00      0.00      0.00      0.00      0.00
20:05:49         0.00   1638.40  12515.40     24.60   8973.00      0.00      0.00      0.00      0.00      0.00
20:05:54         0.00      0.00  22556.80      0.40  22596.60      0.00      0.00      0.00      0.00      0.00
20:05:59         0.00   5580.80  13520.80      0.40  14959.80   1395.20      0.00   2790.40      0.00      0.00
20:06:04         0.00  13107.20   9422.00      0.20  10752.80      0.00      0.00      0.00      0.00      0.00
20:06:09         0.00   3276.80   5325.20      0.00   5765.40      0.00      0.00      0.00      0.00      0.00
20:06:14         0.00      0.00  15619.80      0.00  15669.20      0.00      0.00      0.00      0.00      0.00
20:06:19         0.00      0.00  11886.40      0.00  10281.40      0.00      0.00      0.00      0.00      0.00
20:06:24         0.00      0.00  39687.60      0.20  44755.80      0.00      0.00      0.00      0.00      0.00
20:06:29         0.00      0.00  16996.40      0.00  15209.80      0.00      0.00      0.00      0.00      0.00
20:06:34         0.00   3276.80   9367.40      0.00   5562.80      0.00      0.00      0.00      0.00      0.00
20:06:39         0.00      0.00  12697.80      0.00   9459.20      0.00      0.00      0.00      0.00      0.00
20:06:44         0.00      0.00  10240.40      0.00  10280.40      0.00      0.00      0.00      0.00      0.00
20:06:49         0.00      0.00  11879.40      0.00  11507.60      0.00      0.00      0.00      0.00      0.00
20:06:54         0.00   3276.80   9063.00      0.00   9048.20      0.00      0.00      0.00      0.00      0.00
20:06:59         0.00  19660.80  22120.80      0.00  21786.60      0.00      0.00      0.00      0.00      0.00
20:07:04         0.00      0.00  14336.20      0.00  14387.60      0.00      0.00      0.00      0.00      0.00
20:07:09         0.00   3276.80   8601.60      0.00   8954.60      0.00      0.00      0.00      0.00      0.00
20:07:14         0.00   3276.80   6144.20      0.00   4587.60      0.00      0.00      0.00      0.00      0.00
20:07:20     13937.60   3276.80  18646.80   3484.40  16419.60   1321.80     38.40   2241.60      0.00      0.00
20:07:25    195778.40 207380.80 137473.60  48950.40 138794.40  41550.00   9760.60 102592.00      0.00      0.00
20:07:30         0.00   5401.60  15977.20      0.20  20665.60   1344.00      0.00   2715.60      0.00      0.00
20:07:35         0.00  27852.80  19001.80      0.00  15673.40      0.00      0.00      0.00      0.00      0.00
20:07:40         0.00      0.00   8602.20      0.40   6173.20      0.00      0.00      0.00      0.00      0.00
20:07:45         0.00   1638.40   8602.40      0.20   8665.20      0.00      0.00      0.00      0.00      0.00
20:07:50         0.00      0.00   9830.60      0.20   8638.60      0.00      0.00      0.00      0.00      0.00
20:07:55         0.00      0.00  21813.00      0.00  13565.00      0.00      0.00      0.00      0.00      0.00
20:08:00         0.00      0.00   9314.80      0.00   9458.00      0.00      0.00      0.00      0.00      0.00
20:08:05         0.00      0.00  18129.60      0.00  18075.20      0.00      0.00      0.00      0.00      0.00
20:08:10         0.00      0.00  15156.60      0.00  14796.60      0.00      0.00      0.00      0.00      0.00
20:08:15         0.00   6758.40  11470.00      0.00  12840.20   1702.60      0.00   3388.00      0.00      0.00
20:08:20         0.00   3276.80   5325.20      0.00   5345.20      0.00      0.00      0.00      0.00      0.00
20:08:25         0.00      0.00  16794.60      0.00  16031.60      0.00      0.00      0.00      0.00      0.00
20:08:30         0.00      0.00  35228.40      0.00  34906.60      0.00      0.00      0.00      0.00      0.00
20:08:35         0.00  33022.40  22528.40      0.00  21054.00      0.00      0.00      0.00      0.00      0.00
20:08:40         0.00   6553.60  16384.00      0.00  14802.80      0.00      0.00      0.00      0.00      0.00
20:08:45         0.00      0.00   6144.00      0.00   6172.40      0.00      0.00      0.00      0.00      0.00
20:08:50         0.00      0.00  10240.00      0.00   4945.40      0.00      0.00      0.00      0.00      0.00
20:08:55         0.00   1638.40   9830.60      0.00   9494.60      0.00      0.00      0.00      0.00      0.00
20:09:00         0.00   1638.40  13516.80      0.00  13564.00      0.00      0.00      0.00      0.00      0.00
20:09:05         0.00   1638.40  10241.00      0.00   9057.20      0.00      0.00      0.00      0.00      0.00
20:09:10         0.00      0.00  20480.00      0.00  18897.60      0.00      0.00      0.00      0.00      0.00
20:09:15         0.00   1638.40  15565.00      0.00  15318.80      0.00      0.00      0.00      0.00      0.00
20:09:20         0.00      0.00   9830.40      0.00   9458.80      0.00      0.00      0.00      0.00      0.00
20:09:25         0.00   8192.00  20161.80      0.20 112133.80      0.00      0.00      0.00      0.00      0.00
20:09:30         0.00      0.00 101087.20      0.00   8637.00      0.00      0.00      0.00      0.00      0.00
20:09:35         0.00   3276.80  95988.00      0.00  94421.00      0.00      0.00      0.00      0.00      0.00
20:09:40         0.00      0.00  19929.40      0.00  18485.80      0.00      0.00      0.00      0.00      0.00
20:09:45         0.00   4915.20  11468.80      0.00  11111.60      0.00      0.00      0.00      0.00      0.00
20:09:50         0.00      0.00  11878.60      0.00  10278.20      0.00      0.00      0.00      0.00      0.00
20:09:55         0.00      0.00  10240.00      0.00   9460.80      0.00      0.00      0.00      0.00      0.00
20:10:00         0.00      0.00   5530.00      0.00   5349.20      0.00      0.00      0.00      0.00      0.00
20:10:05         0.00      0.00  18432.80      0.00  17263.60      0.00      0.00      0.00      0.00      0.00
20:10:10         0.00      0.00   8601.60      0.00   8636.20      0.00      0.00      0.00      0.00      0.00
20:10:15         0.00      0.00  18842.00      0.00  18896.80      0.00      0.00      0.00      0.00      0.00
20:10:20         0.00  26214.40  15565.00      0.00  15289.60      0.00      0.00      0.00      0.00      0.00
20:10:25         0.00      0.00  11468.80      0.00   8638.40      0.00      0.00      0.00      0.00      0.00
20:10:30         0.00      0.00   6319.60      0.00   6994.60      0.00      0.00      0.00      0.00      0.00
20:10:35         0.00      0.00   9245.40      0.00   8636.40      0.00      0.00      0.00      0.00      0.00
20:10:40         0.00      0.00  38912.20      0.00  39011.40      0.00      0.00      0.00      0.00      0.00
20:10:45         0.00  13081.04  21665.47      0.00  21316.57      0.00      0.00      0.00      0.00      0.00
20:10:50         0.00      0.00   9235.00      0.00   9459.20      0.00      0.00      0.00      0.00      0.00
20:10:55         0.00      0.00  14931.60      0.00  13153.00      0.00      0.00      0.00      0.00      0.00
20:11:00         0.00      0.00   9420.80      0.00   8636.40      0.00      0.00      0.00      0.00      0.00
20:11:05         0.00      0.00   6144.00      0.00   6172.40      0.00      0.00      0.00      0.00      0.00
20:11:10         0.00      0.00  15155.20      0.00  15207.40      0.00      0.00      0.00      0.00      0.00
20:11:15         0.00      0.00  11059.20      0.00  11104.80      0.00      0.00      0.00      0.00      0.00
20:11:20         0.00      0.00  19251.40      0.00  18486.20      0.00      0.00      0.00      0.00      0.00
20:11:25         0.00   3276.80  15565.00      0.00  16033.80      0.00      0.00      0.00      0.00      0.00
20:11:30         0.00   2927.20  11878.40      0.00   8645.60      0.00      0.00      0.00      0.00      0.00
20:11:35         0.00      0.00  10240.00      0.00   7817.20      0.00      0.00      0.00      0.00      0.00
20:11:40         0.00      0.00  15564.80      0.00  15207.00      0.00      0.00      0.00      0.00      0.00
20:11:45         0.00   1016.00  84380.40      0.00  83335.40      0.00      0.00      0.00      0.00      0.00
20:11:50         0.00      0.00  25804.80      0.00  22596.20      0.00      0.00      0.00      0.00      0.00
20:11:55         0.00      0.00   9420.80      0.00   8636.20      0.00      0.00      0.00      0.00      0.00
20:12:00         0.00   1638.40  14336.00      0.00   7886.20      0.00      0.00      0.00      0.00      0.00
20:12:05         0.00   3276.80   8192.00      0.00   7812.40      0.00      0.00      0.00      0.00      0.00
20:12:10         0.00      0.00   6144.00      0.00   6170.80      0.00      0.00      0.00      0.00      0.00
20:12:15         0.00   4915.20  15155.20      0.00  15223.20      0.00      0.00      0.00      0.00      0.00
20:12:20         0.00  16384.00  10240.00      0.00  11509.60      0.00      0.00      0.00      0.00      0.00
20:12:25         0.00      0.00  19251.40      0.00  17668.00      0.00      0.00      0.00      0.00      0.00
20:12:30         0.00      0.00  15975.20      0.00  16030.40      0.00      0.00      0.00      0.00      0.00
20:12:35         0.00      0.00   6144.00      0.00   6171.80      0.00      0.00      0.00      0.00      0.00
20:12:40         0.00   5580.80   8601.60      0.00   9622.20   1399.60      0.00   2794.00      0.00      0.00
20:12:45         0.00      0.00  11059.20      0.00  10693.80      0.00      0.00      0.00      0.00      0.00
20:12:50         0.00      0.00  38093.00      0.00  38188.80      0.00      0.00      0.00      0.00      0.00
20:12:55         0.00   4915.20   9420.80      0.00   9466.60      0.00      0.00      0.00      0.00      0.00
20:13:00         0.00      0.00  18432.00      0.00  17665.00      0.00      0.00      0.00      0.00      0.00
20:13:05         0.00   3276.80  15564.80      0.00  15205.20      0.00      0.00      0.00      0.00      0.00
20:13:10         0.00   1638.40  10649.60      0.00  10701.60      0.00      0.00      0.00      0.00      0.00
20:13:15         0.00      0.00   5324.80      0.00   5348.80      0.00      0.00      0.00      0.00      0.00
20:13:20         0.00      0.00  16384.00      0.00  16029.60      0.00      0.00      0.00      0.00      0.00
20:13:25         0.00   1638.40   8601.60      0.00   8224.80      0.00      0.00      0.00      0.00      0.00
20:13:30         0.00      0.00   8192.00      0.00   7815.20      0.00      0.00      0.00      0.00      0.00
20:13:35         0.00      0.00  28262.60      0.00  28345.20      0.00      0.00      0.00      0.00      0.00
20:13:40        31.20      0.00  35063.20      7.80 189662.80      0.00      0.00      0.00      0.00      0.00
20:13:45      1468.00  15565.60 277089.40    367.20 116474.20  87854.20 217249.60   7876.00      0.00      0.00
20:13:50     32422.40 124424.80  47848.40   8107.20  44311.80  35519.80  13872.00  68606.80      0.00      0.00
20:13:55        12.80  69959.20  93131.00      5.20  91513.60  47248.80  48355.20  34984.00      0.00      0.00
20:14:00         0.00  14624.80   9011.20      0.00   8608.40   3222.60     64.40   5674.00      0.00      0.00
20:14:05       208.80  13447.20  22580.80     52.40  25588.60   4223.20    202.80   6702.40      0.00      0.00
20:14:10         0.00  10086.40  11468.80      0.00  14029.20   2920.80      0.00   5043.20      0.00      0.00
20:14:15         0.00  13107.20  11328.00      0.00  12122.00      0.00      0.00      0.00      0.00      0.00
20:14:20         0.00   1638.40   5466.00      0.00   5506.20      0.00      0.00      0.00      0.00      0.00
20:14:25         0.00      0.00   8607.60      0.00   8636.60      0.00      0.00      0.00      0.00      0.00
20:14:30         0.00      0.00  22528.80      0.00  16029.60      0.00      0.00      0.00      0.00      0.00
20:14:35         0.00      0.00   5324.80      0.00   5348.00      0.00      0.00      0.00      0.00      0.00
20:14:40         0.00      0.00  24166.40      0.00  26208.00      0.00      0.00      0.00      0.00      0.00
20:14:45         0.00   1638.40  11468.80      0.00  11506.80      0.00      0.00      0.00      0.00      0.00
20:14:50         0.00   1638.40   9011.20      0.00   8635.20      0.00      0.00      0.00      0.00      0.00
20:14:55         0.00      0.00   8492.20      0.00   9458.80      0.00      0.00      0.00      0.00      0.00
20:15:00         0.00   2051.90  42214.17      0.00  38120.56      0.00      0.00      0.00      0.00      0.00
20:15:05         0.00   3276.80   9420.80      0.00   9669.00      0.00      0.00      0.00      0.00      0.00
20:15:10         0.00  52428.80  18437.20      0.00  18666.60      0.00      0.00      0.00      0.00      0.00
20:15:15         0.00      0.00  15974.40      0.00  16029.00      0.00      0.00      0.00      0.00      0.00
20:15:20         0.00  13107.20   8601.60      0.00   8220.00      0.00      0.00      0.00      0.00      0.00
20:15:25         0.00   1638.40   7782.40      0.00   7830.20      0.00      0.00      0.00      0.00      0.00
20:15:30         0.00   3276.80   8601.60      0.00   8643.60      0.00      0.00      0.00      0.00      0.00
20:15:35         0.00   1638.40  13517.00      0.00  11931.80      0.00      0.00      0.00      0.00      0.00
20:15:40         0.00      0.00   8601.60      0.00   8636.80      0.00      0.00      0.00      0.00      0.00
20:15:45         0.00      0.00  21708.80      0.00  21773.20      0.00      0.00      0.00      0.00      0.00
20:15:50         0.00      0.00  14336.00      0.00  14386.40      0.00      0.00      0.00      0.00      0.00
20:15:55         0.00      0.00   9069.60      0.00   8635.40      0.00      0.00      0.00      0.00      0.00
20:16:00         0.00      0.00   9362.40      0.00   8637.20      0.00      0.00      0.00      0.00      0.00
20:16:05         2.40   6553.60  97486.00      0.60  90780.40      0.00      0.00      0.00      0.00      0.00
20:16:10         0.00      0.00  10649.60      0.00  10281.40      0.00      0.00      0.00      0.00      0.00
20:16:15         0.00  52428.80  33587.20      0.00  19483.20      0.00      0.00      0.00      0.00      0.00
20:16:20         0.00      0.00  15155.20      0.00  15207.40      0.00      0.00      0.00      0.00      0.00
20:16:25         0.00   3276.80   9830.40      0.00   9669.00      0.00      0.00      0.00      0.00      0.00
20:16:30         0.00      0.00   6553.60      0.00   6583.00      0.00      0.00      0.00      0.00      0.00
20:16:35         0.00      0.00   9420.80      0.00   9459.40      0.00      0.00      0.00      0.00      0.00
20:16:40         0.00      0.00  11878.40      0.00  11509.20      0.00      0.00      0.00      0.00      0.00
20:16:45         0.00      0.00   9420.80      0.00   9459.40      0.00      0.00      0.00      0.00      0.00
20:16:50         2.40      0.00  25805.60      0.60  21773.20      0.00      0.00      0.00      0.00      0.00
20:16:55         0.00      0.00  14745.60      0.00  13567.20      0.00      0.00      0.00      0.00      0.00
20:17:00         0.00   3276.80  11878.40      0.00   8634.80      0.00      0.00      0.00      0.00      0.00
20:17:05         0.00      0.00   8601.60      0.00   8225.00      0.00      0.00      0.00      0.00      0.00
20:17:10         0.00      0.00  45875.40      0.00  39010.80      0.00      0.00      0.00      0.00      0.00
20:17:15         0.00      0.00  10649.60      0.00  10281.40      0.00      0.00      0.00      0.00      0.00
20:17:20         0.00   1288.80  19251.20      0.00  18902.60      0.00      0.00      0.00      0.00      0.00
20:17:25         0.00      0.00  15155.20      0.00  15207.00      0.00      0.00      0.00      0.00      0.00
20:17:30         0.00   6553.60   9420.80      0.00   9681.80      0.00      0.00      0.00      0.00      0.00
20:17:35         0.00      0.00   5324.80      0.00   5349.60      0.00      0.00      0.00      0.00      0.00
20:17:40         0.00      0.00  16384.00      0.00  14799.20      0.00      0.00      0.00      0.00      0.00
20:17:45         0.00      0.00   6553.60      0.00   6175.80      0.00      0.00      0.00      0.00      0.00
20:17:50         0.00      0.00  21708.80      0.00  21772.80      0.00      0.00      0.00      0.00      0.00
20:17:55         0.00      0.00   9830.40      0.00  12505.20      0.00      0.00      0.00      0.00      0.00
20:18:00         0.00   1638.40  13516.80      0.00  13563.60      0.00      0.00      0.00      0.00      0.00
20:18:05         8.00  39368.00 114283.00      2.00 100710.60  12135.60   3269.20  18035.20      0.00      0.00
20:18:10         0.00      0.00   6641.60      0.00  36055.80     10.40      0.00     14.80      0.00      0.00
20:18:15       203.20   6650.40  93936.40     50.80  66881.20  12472.00  11709.60   3325.20      0.00      0.00
20:18:20       159.20   1031.20   9460.60     39.80   9469.80      0.00      0.00      0.00      0.00      0.00
20:18:25         0.00  47167.20  18432.00      0.00  18428.60  42291.60  42961.20  23705.60      0.00      0.00
20:18:30         0.00   5580.80  24166.40      0.00  19068.60   1395.20      0.00   2790.40      0.00      0.00
20:18:35         0.00   3276.80   9011.20      0.00   8634.80      0.00      0.00      0.00      0.00      0.00
20:18:40         0.00   3276.80   6144.00      0.00   6170.00      0.00      0.00      0.00      0.00      0.00
20:18:45         0.00      0.00  19660.80      0.00  14794.80      0.00      0.00      0.00      0.00      0.00
20:18:50         0.00      0.00   7372.80      0.00   6993.00      0.00      0.00      0.00      0.00      0.00
20:18:55         0.00   1638.40  22937.60      0.00  22591.80      0.00      0.00      0.00      0.00      0.00
20:19:00         0.00      0.00   8601.60      0.00   8636.40      0.00      0.00      0.00      0.00      0.00
20:19:05         0.00      0.00  12697.60      0.00  12742.20      0.00      0.00      0.00      0.00      0.00
20:19:10         0.00   3276.80  10240.00      0.00   7019.60      0.00      0.00      0.00      0.00      0.00
20:19:15         0.00      0.00   6144.00      0.00   5760.80      0.00      0.00      0.00      0.00      0.00
20:19:20         0.00   1635.13  15533.73      0.00  14771.66      0.00      0.00      0.00      0.00      0.00
20:19:25         0.00   6553.60  35635.40      0.00  36182.80      0.00      0.00      0.00      0.00      0.00
20:19:30         0.80   5580.80  20071.20      0.20  20705.80   1395.20      0.00   2790.40      0.00      0.00
20:19:35         0.00      0.00  16319.80      0.00  16852.40      0.00      0.00      0.00      0.00      0.00
20:19:40         0.00   1638.40   7027.40      0.00   6608.20      0.00      0.00      0.00      0.00      0.00
20:19:45         0.00      0.00   8601.60      0.00   8636.00      0.00      0.00      0.00      0.00      0.00
20:19:50         0.00   1638.40   9420.80      0.00   9463.20      0.00      0.00      0.00      0.00      0.00
20:19:55         0.00      0.00  13107.20      0.00  12742.60      0.00      0.00      0.00      0.00      0.00
20:20:00         0.00   3276.80   9420.80      0.00   9457.20      0.00      0.00      0.00      0.00      0.00
20:20:05         0.00   3276.80  20594.40      0.00  21789.40      0.00      0.00      0.00      0.00      0.00
20:20:10         0.00      0.00  20365.60      0.00  11920.00      0.00      0.00      0.00      0.00      0.00
20:20:15         0.00   1638.40   9830.40      0.00   7846.00      0.00      0.00      0.00      0.00      0.00
20:20:20       328.80      0.00  59474.40     82.20  59567.80      0.00      0.00      0.00      0.00      0.00
20:20:25         0.00      0.00  19251.20      0.00  16028.80      0.00      0.00      0.00      0.00      0.00
20:20:30         0.00   1638.40  31949.00      0.00  31671.80      0.00      0.00      0.00      0.00      0.00
20:20:35         0.00      0.00  22118.40      0.00  21772.80      0.00      0.00      0.00      0.00      0.00
20:20:40         0.00   6553.60   9177.00      0.00  10279.40      0.00      0.00      0.00      0.00      0.00
20:20:45         0.00      0.00  13760.60      0.00  12741.40      0.00      0.00      0.00      0.00      0.00
20:20:50         0.00      0.00   8601.60      0.00   7816.40      0.00      0.00      0.00      0.00      0.00
20:20:55         0.00      0.00   8601.60      0.00   8636.60      0.00      0.00      0.00      0.00      0.00
20:21:00         0.00      0.00  13107.20      0.00  12742.60      0.00      0.00      0.00      0.00      0.00
20:21:05         0.00   4915.20   9830.40      0.00   9870.20      0.00      0.00      0.00      0.00      0.00
20:21:10         0.00      0.00  19660.80      0.00  19307.00      0.00      0.00      0.00      0.00      0.00
20:21:15         0.00   4915.20  15155.20      0.00  14807.60      0.00      0.00      0.00      0.00      0.00
20:21:20         0.00   9830.40   9420.80      0.00   9492.20      0.00      0.00      0.00      0.00      0.00
20:21:25         0.00      0.00   6144.00      0.00   5349.20      0.00      0.00      0.00      0.00      0.00
20:21:30         0.00      0.00  17612.80      0.00  17678.80      0.00      0.00      0.00      0.00      0.00
20:21:35         0.00   1638.40   9011.20      0.00   8638.00      0.00      0.00      0.00      0.00      0.00
20:21:40         0.00      0.00  44237.00      0.00  44344.40      0.00      0.00      0.00      0.00      0.00
20:21:45         0.00      0.00   9420.80      0.00   9459.40      0.00      0.00      0.00      0.00      0.00
20:21:50         0.00      0.00  14336.00      0.00  13564.40      0.00      0.00      0.00      0.00      0.00
20:21:55         0.00   1638.40   9420.80      0.00   9472.60      0.00      0.00      0.00      0.00      0.00
20:22:00         0.00      0.00   8601.60      0.00   8636.40      0.00      0.00      0.00      0.00      0.00
20:22:05         0.00   1638.40  12697.60      0.00  11931.60      0.00      0.00      0.00      0.00      0.00
20:22:10         0.00      0.00   8601.60      0.00   8636.80      0.00      0.00      0.00      0.00      0.00
20:22:15         0.00      0.00  15598.80      0.00  19719.40      0.00      0.00      0.00      0.00      0.00
20:22:20     54676.00  42862.40  20446.40      0.40  19839.00   8220.80   6491.80  20701.00      0.00      0.00
20:22:25     73460.00 166138.40 221594.80      0.80 253935.00  37594.20  17124.20  97637.40      0.00      0.00
20:22:30         0.00 443230.40  52266.80      0.00 169859.20  26739.20      0.00  53503.60      0.00      0.00
20:22:35     10156.00  76205.60 139372.00   2542.60  44907.60 173231.40 154808.20  58696.00      0.00      0.00
20:22:40        31.20  10086.40   9437.20      9.00  10748.40   1702.40      0.00   3404.80      0.00      0.00
20:22:45         0.80  36676.80  31950.60      0.80  30598.60   9736.00   4541.20  18342.00      0.00      0.00
20:22:50        12.00  65865.60  29906.80      3.80  29271.80   9531.60   2999.60  25045.60      0.00      0.00
20:22:55       820.80   7219.20   7169.20    205.20   8480.40   1395.20      0.00   2790.40      0.00      0.00
20:23:00         0.00      0.00   9421.80      0.00   8636.60      0.00      0.00      0.00      0.00      0.00
20:23:05         0.00      0.00   6144.60      0.20   6172.00      0.00      0.00      0.00      0.00      0.00
20:23:10         2.40      0.00  15158.20      0.60  14796.40      0.00      0.00      0.00      0.00      0.00
20:23:15         0.00      0.00   9178.80      0.00   9457.00      0.00      0.00      0.00      0.00      0.00
20:23:20         0.00      0.00   5157.40      0.00   4937.60      0.00      0.00      0.00      0.00      0.00
20:23:25         4.00      0.00  30723.00      1.00  29990.80      0.00      0.00      0.00      0.00      0.00
20:23:30       410.40      0.00   8704.20    102.60   8668.00      0.00      0.00      0.00      0.00      0.00
20:23:35         0.00   1638.40   5734.40      0.00   5377.60      0.00      0.00      0.00      0.00      0.00
20:23:40         0.00  11468.80  15974.80      0.00  16043.40      0.00      0.00      0.00      0.00      0.00
20:23:45         0.00      0.00   8601.60      0.00   7208.00      0.00      0.00      0.00      0.00      0.00
20:23:50         0.00   1635.13  35973.45      0.00  34892.02      0.00      0.00      0.00      0.00      0.00
20:23:55         0.00      0.00  22118.40      0.00  21771.80      0.00      0.00      0.00      0.00      0.00
20:24:00         0.00   1638.40  12697.80      0.00  12742.20      0.00      0.00      0.00      0.00      0.00
20:24:05         0.00      0.00  10649.80      0.00  10282.20      0.00      0.00      0.00      0.00      0.00
20:24:10         0.00   2662.40   6553.60      0.00   6175.00      0.00      0.00      0.00      0.00      0.00
20:24:15         0.00      0.00  15155.60      0.00  18020.00      0.00      0.00      0.00      0.00      0.00
20:24:20         0.00      0.00   8601.80      0.00   5356.00      0.00      0.00      0.00      0.00      0.00
20:24:25         0.00   1638.40   8192.00      0.00   7872.60      0.00      0.00      0.00      0.00      0.00
20:24:30         0.00      0.00  21299.40      0.00  20951.00      0.00      0.00      0.00      0.00      0.00
20:24:35      1639.20      0.00  16384.60    409.80  16216.00      0.00      0.00      0.00      0.00      0.00
20:24:40     12260.00  20070.40  61579.00   3065.00  62987.40   4185.60     12.80   8396.80      0.00      0.00
20:24:45         0.00  14745.60  11878.80      0.20   9577.20      0.00      0.00      0.00      0.00      0.00
20:24:50         0.00      0.00  27347.20      0.00  39834.40      0.00      0.00      0.00      0.00      0.00
20:24:55         0.00      0.00  22624.80      0.00   9459.40      0.00      0.00      0.00      0.00      0.00
20:25:00         0.00      0.00  21709.00      0.00  21769.20      0.00      0.00      0.00      0.00      0.00
20:25:05         0.00      0.00  11468.80      0.00  11509.80      0.00      0.00      0.00      0.00      0.00
20:25:10         0.00      0.00  11878.40      0.00  10692.00      0.00      0.00      0.00      0.00      0.00
20:25:15         0.00   3276.80   6963.20      0.00   5375.60      0.00      0.00      0.00      0.00      0.00
20:25:20         0.00      0.00  19251.20      0.00  16029.60      0.00      0.00      0.00      0.00      0.00
20:25:25         0.00   4915.20   5324.80      0.00   3710.00      0.00      0.00      0.00      0.00      0.00
20:25:30         0.00      0.00   9830.40      0.00   9456.40      0.00      0.00      0.00      0.00      0.00
20:25:35         0.80  52428.80  24986.20      0.20  24020.00      0.00      0.00      0.00      0.00      0.00
