Linux 7.2.0-rc5-virtme (virtme-ng) 	08/02/26 	_x86_64_	(4 CPU)

08:08:01      %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
08:21:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:21:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:21:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:21:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:21:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:21:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:21:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:21:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:22:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:06         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
08:23:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:23:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:24:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:26:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:27:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:28:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:29:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:31:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
