Linux 7.2.0-rc5-virtme (virtme-ng) 	07/31/26 	_x86_64_	(12 CPU)

13:34:37     pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s  pgprom/s   pgdem/s
13:34:42         0.00      0.00 297436.80      0.00     18.40      0.00      0.00      0.00      0.00      0.00
13:34:47         0.00      0.00 122243.40      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:34:52         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:34:57         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:02         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:07         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:12         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:17         0.00      0.00 225743.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:22         0.00      0.00  25917.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:27         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:32         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:37         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:42         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:47         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:35:52         0.00      0.00      0.00      0.00      0.20      0.00      0.00      0.00      0.00      0.00
13:35:57         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:36:02         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:36:07         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:36:12         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:36:17         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:36:22         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:36:27         0.00      0.00  84132.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:36:32       964.80  87900.00  85667.00    248.80  24042.00  73422.80  72842.40  47930.40      0.00      0.00
13:36:37        68.80      0.00     26.40     17.40      2.80      0.00      0.00      0.00      0.00      0.00
13:36:42         4.00      0.00      1.00      1.00      1.00      0.00      0.00      0.00      0.00      0.00
13:36:47         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:36:52         5.60      0.00      1.40      1.40      1.40      0.00      0.00      0.00      0.00      0.00
13:36:57         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:02         4.00      0.00      1.00      1.00      1.00      0.00      0.00      0.00      0.00      0.00
13:37:07         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:12         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:17         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:22         4.00      0.00      1.00      1.00      1.00      0.00      0.00      0.00      0.00      0.00
13:37:27         2.40      0.00      0.60      0.60      0.60      0.00      0.00      0.00      0.00      0.00
13:37:32         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:37         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:42         4.00      0.00      1.00      1.00      1.00      0.00      0.00      0.00      0.00      0.00
13:37:47         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:52         4.80      0.00      1.20      1.20      1.20      0.00      0.00      0.00      0.00      0.00
13:37:57         4.00      0.00      1.00      1.00      1.00      0.00      0.00      0.00      0.00      0.00
